Club,Saison,Numero,Joueur,Nom d'usage,Nationalite,Postes,Note
Newcastle United,2019-2020,3,Paul Dummett,,Wales,DG|DC,76
Newcastle United,2019-2020,5,Fabian Schar,,Switzerland,DC,79
Newcastle United,2019-2020,6,Jamaal Lascelles,,England,DC,78
Newcastle United,2019-2020,17,Emil Krafth,,Sweden,DD,73
Newcastle United,2019-2020,18,Federico Fernandez,,Argentina,DC,78
Newcastle United,2019-2020,19,Javier Manquillo,,Spain,DD|MD,75
Newcastle United,2019-2020,22,DeAndre Yedlin,,United States,DD|MD,75
Newcastle United,2019-2020,28,Danny Rose,,England,DG,58
Newcastle United,2019-2020,8,Jonjo Shelvey,,England,MC,78
Newcastle United,2019-2020,10,Allan Saint-Maximin,,France,AG|MG,80
Newcastle United,2019-2020,11,Matt Ritchie,,Scotland,MG|AG|MD,75
Newcastle United,2019-2020,14,Isaac Hayden,,England,MDC,76
Newcastle United,2019-2020,24,Miguel Almiron,,Paraguay,MOC|MD|AD,78
Newcastle United,2019-2020,30,Christian Atsu,,Ghana,AG|MG|MD,74
Newcastle United,2019-2020,36,Sean Longstaff,,England,MC,74
Newcastle United,2019-2020,42,Nabil Bentaleb,,Algeria,MDC,58
Newcastle United,2019-2020,43,Matty Longstaff,,England,MC,68
Newcastle United,2019-2020,7,Andy Carroll,,England,BU,75
Newcastle United,2019-2020,9,Joelinton Cassio Apolinario de Lira,Joelinton,Brazil,BU|MC,76
Newcastle United,2019-2020,12,Dwight Gayle,,England,BU,75
Newcastle United,2020-2021,1,Martin Dubravka,,Slovakia,G,82
Newcastle United,2020-2021,26,Karl Darlow,,England,G,76
Newcastle United,2020-2021,2,Ciaran Clark,,Republic of Ireland,DC,75
Newcastle United,2020-2021,3,Paul Dummett,,Wales,DG|DC,74
Newcastle United,2020-2021,5,Fabian Schar,,Switzerland,DC,76
Newcastle United,2020-2021,6,Jamaal Lascelles,,England,DC,77
Newcastle United,2020-2021,15,Jamal Lewis,,Northern Ireland,DG,73
Newcastle United,2020-2021,17,Emil Krafth,,Sweden,DD,73
Newcastle United,2020-2021,18,Federico Fernandez,,Argentina,DC,75
Newcastle United,2020-2021,19,Javier Manquillo,,Spain,DD|MD,74
Newcastle United,2020-2021,4,Matty Longstaff,,England,MC,71
Newcastle United,2020-2021,8,Jonjo Shelvey,,England,MC,75
Newcastle United,2020-2021,10,Allan Saint-Maximin,,France,AG|MG,79
Newcastle United,2020-2021,11,Matt Ritchie,,Scotland,MG|AG|MD,74
Newcastle United,2020-2021,14,Isaac Hayden,,England,MDC,76
Newcastle United,2020-2021,16,Jeff Hendrick,,Republic of Ireland,MC,58
Newcastle United,2020-2021,21,Ryan Fraser,,Scotland,AG|MG|MD,75
Newcastle United,2020-2021,23,Jacob Murphy,,England,AD|MD,72
Newcastle United,2020-2021,24,Miguel Almiron,,Paraguay,MOC|MD|AD,77
Newcastle United,2020-2021,28,Joe Willock,,England,MC,74
Newcastle United,2020-2021,36,Sean Longstaff,,England,MC,72
Newcastle United,2020-2021,7,Andy Carroll,,England,BU,72
Newcastle United,2020-2021,9,Joelinton Cassio Apolinario de Lira,Joelinton,Brazil,MC|BU,74
Newcastle United,2020-2021,12,Dwight Gayle,,England,BU,73
Newcastle United,2020-2021,13,Callum Wilson,,England,BU,79
Newcastle United,2021-2022,1,Martin Dubravka,,Slovakia,G,79
Newcastle United,2021-2022,26,Karl Darlow,,England,G,75
Newcastle United,2021-2022,2,Ciaran Clark,,Republic of Ireland,DC,72
Newcastle United,2021-2022,3,Paul Dummett,,Wales,DG|DC,73
Newcastle United,2021-2022,5,Fabian Schar,,Switzerland,DC,77
Newcastle United,2021-2022,6,Jamaal Lascelles,,England,DC,75
Newcastle United,2021-2022,12,Jamal Lewis,,Northern Ireland,DG,72
Newcastle United,2021-2022,13,Matt Targett,,England,DG,77
Newcastle United,2021-2022,15,Kieran Trippier,,England,DD,84
Newcastle United,2021-2022,17,Emil Krafth,,Sweden,DD,74
Newcastle United,2021-2022,18,Federico Fernandez,,Argentina,DC,74
Newcastle United,2021-2022,19,Javier Manquillo,,Spain,DD|MD,74
Newcastle United,2021-2022,33,Dan Burn,,England,DC|DG,77
Newcastle United,2021-2022,7,Joelinton Cassio Apolinario de Lira,Joelinton,Brazil,MC|BU,75
Newcastle United,2021-2022,8,Jonjo Shelvey,,England,MC,76
Newcastle United,2021-2022,10,Allan Saint-Maximin,,France,AG|MG,81
Newcastle United,2021-2022,11,Matt Ritchie,,Scotland,MG|AG|MD,73
Newcastle United,2021-2022,14,Isaac Hayden,,England,MDC,76
Newcastle United,2021-2022,21,Ryan Fraser,,Scotland,AG|MG|MD,77
Newcastle United,2021-2022,23,Jacob Murphy,,England,AD|MD,74
Newcastle United,2021-2022,24,Miguel Almiron,,Paraguay,MOC|MD|AD,78
Newcastle United,2021-2022,28,Joe Willock,,England,MC,75
Newcastle United,2021-2022,36,Sean Longstaff,,England,MC,73
Newcastle United,2021-2022,39,Bruno Guimaraes,,Brazil,MC|MDC,80
Newcastle United,2021-2022,9,Callum Wilson,,England,BU,79
Newcastle United,2021-2022,20,Chris Wood,,New Zealand,BU,62
Newcastle United,2021-2022,34,Dwight Gayle,,England,BU,72
Newcastle United,2022-2023,1,Martin Dubravka,,Slovakia,G,79
Newcastle United,2022-2023,22,Nick Pope,,England,G,83
Newcastle United,2022-2023,29,Mark Gillespie,,England,G,66
Newcastle United,2022-2023,2,Kieran Trippier,,England,DD,84
Newcastle United,2022-2023,3,Paul Dummett,,Wales,DG|DC,73
Newcastle United,2022-2023,4,Sven Botman,,Netherlands,DC,83
Newcastle United,2022-2023,5,Fabian Schar,,Switzerland,DC,81
Newcastle United,2022-2023,6,Jamaal Lascelles,,England,DC,75
Newcastle United,2022-2023,12,Jamal Lewis,,Northern Ireland,DG,71
Newcastle United,2022-2023,13,Matt Targett,,England,DG,76
Newcastle United,2022-2023,17,Emil Krafth,,Sweden,DD,73
Newcastle United,2022-2023,19,Javier Manquillo,,Spain,DD|MD,73
Newcastle United,2022-2023,33,Dan Burn,,England,DC|DG,78
Newcastle United,2022-2023,7,Joelinton Cassio Apolinario de Lira,Joelinton,Brazil,MC|BU,80
Newcastle United,2022-2023,8,Anthony Gordon,,England,AG|MG,74
Newcastle United,2022-2023,10,Allan Saint-Maximin,,France,AG|MG,81
Newcastle United,2022-2023,11,Matt Ritchie,,Scotland,MG|AG|MD,72
Newcastle United,2022-2023,21,Ryan Fraser,,Scotland,AG|MG|MD,74
Newcastle United,2022-2023,23,Jacob Murphy,,England,AD|MD,76
Newcastle United,2022-2023,24,Miguel Almiron,,Paraguay,MOC|MD|AD,80
Newcastle United,2022-2023,28,Joe Willock,,England,MC,78
Newcastle United,2022-2023,36,Sean Longstaff,,England,MC,78
Newcastle United,2022-2023,39,Bruno Guimaraes,,Brazil,MC|MDC,84
Newcastle United,2022-2023,9,Callum Wilson,,England,BU,81
Newcastle United,2022-2023,14,Alexander Isak,,Sweden,BU,81
Newcastle United,2023-2024,1,Martin Dubravka,,Slovakia,G,77
Newcastle United,2023-2024,22,Nick Pope,,England,G,84
Newcastle United,2023-2024,2,Kieran Trippier,,England,DD,85
Newcastle United,2023-2024,3,Paul Dummett,,Wales,DG|DC,72
Newcastle United,2023-2024,4,Sven Botman,,Netherlands,DC,83
Newcastle United,2023-2024,5,Fabian Schar,,Switzerland,DC,82
Newcastle United,2023-2024,6,Jamaal Lascelles,,England,DC,76
Newcastle United,2023-2024,13,Matt Targett,,England,DG,75
Newcastle United,2023-2024,17,Emil Krafth,,Sweden,DD,73
Newcastle United,2023-2024,20,Lewis Hall,,England,DG|MC,68
Newcastle United,2023-2024,21,Tino Livramento,,England,DD,77
Newcastle United,2023-2024,33,Dan Burn,,England,DC|DG,78
Newcastle United,2023-2024,7,Joelinton Cassio Apolinario de Lira,Joelinton,Brazil,MC|BU,82
Newcastle United,2023-2024,8,Sandro Tonali,,Italy,MDC|MC,74
Newcastle United,2023-2024,10,Anthony Gordon,,England,AG|MG,80
Newcastle United,2023-2024,11,Matt Ritchie,,Scotland,MG|AG|MD,71
Newcastle United,2023-2024,15,Harvey Barnes,,England,AG|MG,80
Newcastle United,2023-2024,23,Jacob Murphy,,England,AD|MD,76
Newcastle United,2023-2024,24,Miguel Almiron,,Paraguay,MOC|MD|AD,79
Newcastle United,2023-2024,28,Joe Willock,,England,MC,78
Newcastle United,2023-2024,32,Elliot Anderson,,Scotland,MC,60
Newcastle United,2023-2024,36,Sean Longstaff,,England,MC,77
Newcastle United,2023-2024,39,Bruno Guimaraes,,Brazil,MC|MDC,84
Newcastle United,2023-2024,67,Lewis Miley,,England,MC,70
Newcastle United,2023-2024,9,Callum Wilson,,England,BU,82
Newcastle United,2023-2024,14,Alexander Isak,,Sweden,BU,83
Newcastle United,2024-2025,1,Martin Dubravka,,Slovakia,G,77
Newcastle United,2024-2025,19,Odysseas Vlachodimos,,Greece,G,58
Newcastle United,2024-2025,22,Nick Pope,,England,G,82
Newcastle United,2024-2025,2,Kieran Trippier,,England,DD,81
Newcastle United,2024-2025,4,Sven Botman,,Netherlands,DC,82
Newcastle United,2024-2025,5,Fabian Schar,,Switzerland,DC,82
Newcastle United,2024-2025,6,Jamaal Lascelles,,England,DC,73
Newcastle United,2024-2025,13,Matt Targett,,England,DG,72
Newcastle United,2024-2025,17,Emil Krafth,,Sweden,DD,73
Newcastle United,2024-2025,20,Lewis Hall,,England,DG|MC,79
Newcastle United,2024-2025,21,Tino Livramento,,England,DD,78
Newcastle United,2024-2025,33,Dan Burn,,England,DC|DG,79
Newcastle United,2024-2025,7,Joelinton Cassio Apolinario de Lira,Joelinton,Brazil,MC|BU,82
Newcastle United,2024-2025,8,Sandro Tonali,,Italy,MDC|MC,85
Newcastle United,2024-2025,10,Anthony Gordon,,England,AG|MG,83
Newcastle United,2024-2025,11,Harvey Barnes,,England,AG|MG,80
Newcastle United,2024-2025,18,William Osula,,Denmark,BU,68
Newcastle United,2024-2025,23,Jacob Murphy,,England,AD|MD,79
Newcastle United,2024-2025,28,Joe Willock,,England,MC,76
Newcastle United,2024-2025,36,Sean Longstaff,,England,MC,75
Newcastle United,2024-2025,39,Bruno Guimaraes,,Brazil,MC|MDC,85
Newcastle United,2024-2025,67,Lewis Miley,,England,MC,72
Newcastle United,2024-2025,9,Callum Wilson,,England,BU,79
Newcastle United,2024-2025,14,Alexander Isak,,Sweden,BU,86
Newcastle United,2025-2026,1,Nick Pope,,England,G,79
Newcastle United,2025-2026,29,Mark Gillespie,,England,G,62
Newcastle United,2025-2026,32,Aaron Ramsdale,,England,G,74
Newcastle United,2025-2026,2,Kieran Trippier,,England,DD,79
Newcastle United,2025-2026,3,Lewis Hall,,England,DG|MC,81
Newcastle United,2025-2026,4,Sven Botman,,Netherlands,DC,81
Newcastle United,2025-2026,5,Fabian Schar,,Switzerland,DC,82
Newcastle United,2025-2026,12,Malick Thiaw,,Germany,DC,72
Newcastle United,2025-2026,17,Emil Krafth,,Sweden,DD,72
Newcastle United,2025-2026,21,Tino Livramento,,England,DD,80
Newcastle United,2025-2026,33,Dan Burn,,England,DC|DG,80
Newcastle United,2025-2026,37,Alex Murphy,,Republic of Ireland,DG,46
Newcastle United,2025-2026,7,Joelinton Cassio Apolinario de Lira,Joelinton,Brazil,MC|BU,81
Newcastle United,2025-2026,8,Sandro Tonali,,Italy,MDC|MC,85
Newcastle United,2025-2026,9,Yoane Wissa,,RD Congo,BU,81
Newcastle United,2025-2026,10,Anthony Gordon,,England,AG|MG,82
Newcastle United,2025-2026,11,Harvey Barnes,,England,AG|MG,80
Newcastle United,2025-2026,18,William Osula,,Denmark,BU,73
Newcastle United,2025-2026,20,Anthony Elanga,,Sweden,AD,74
Newcastle United,2025-2026,23,Jacob Murphy,,England,AD|MD,79
Newcastle United,2025-2026,27,Nick Woltemade,,Germany,BU,74
Newcastle United,2025-2026,28,Joe Willock,,England,MC,76
Newcastle United,2025-2026,39,Bruno Guimaraes,,Brazil,MC|MDC,86
Newcastle United,2025-2026,41,Jacob Ramsey,,England,MC,64
Newcastle United,2025-2026,67,Lewis Miley,,England,MC,76
